"","ID","Name","Nationality","Club_Joining","Contract_Expiry","Rating","Height","Preffered_Foot","Birth_Date","Age","Work_Rate","Weight"
"14910",14910,"Otto Martler","Sweden",2013-01-01,2023,59,190,"Right",1987-04-14,29,"Medium / Medium",82
"14911",14911,"Michal Walski","Poland",2016-08-03,2019,59,177,"Right",1997-02-27,19,"Medium / Medium",68
"14912",14912,"Ransford Selasi","Ghana",2013-07-01,2023,59,177,"Right",1996-01-01,21,"Medium / Medium",60
"14913",14913,"Jordano Cisterna","Chile",2017-01-01,2017,59,183,"Right",1996-02-02,20,"Medium / Medium",78
"14914",14914,"Lucas Acosta","Argentina",2013-07-01,2018,59,187,"Right",1995-03-12,21,"Medium / Medium",84
"14915",14915,"Bartlomiej Smuczynski","Poland",2014-07-01,2018,59,175,"Right",1995-08-25,21,"Medium / Medium",69
"14916",14916,"Pietro Ceccaroni","Italy",2013-07-01,2018,59,188,"Left",1995-12-21,21,"High / Medium",76
"14917",14917,"Ollie Palmer","England",2015-07-06,2017,59,196,"Right",1992-01-21,24,"High / Medium",92
"14918",14918,"Sebastián Olivares","Argentina",2012-04-22,2023,59,180,"Left",1992-05-15,24,"Low / Medium",82
"14919",14919,"Dante Martínez","Chile",2012-05-06,2023,59,172,"Right",1994-06-18,22,"Medium / Medium",71
"14920",14920,"Charlie Horton","United States",2016-03-03,2023,59,193,"Left",1994-09-14,22,"Medium / Medium",77
"14921",14921,"Zeiko Lewis","Bermuda",2017-01-13,2023,59,168,"Left",1994-06-03,22,"Medium / Medium",66
"14922",14922,"Martin Smith","England",2016-07-01,2019,59,178,"Right",1995-10-02,21,"Medium / Medium",70
"14923",14923,"Will Aimson","Wales",2016-01-14,2018,59,179,"Right",1994-06-03,22,"Low / Medium",70
"14924",14924,"Ryan Hedges","Wales",2017-01-31,2019,59,185,"Left",1995-07-08,21,"Medium / Medium",65
"14925",14925,"Jerome Sinclair","England",2016-06-30,2020,59,181,"Right",1996-09-20,20,"Medium / Medium",75
"14926",14926,"Alain Estrada","Mexico",2013-07-01,2023,59,180,"Right",1991-08-13,25,"Medium / Medium",75
"14927",14927,"Amir Falahen","Palestine",2015-07-01,2017,59,190,"Right",1993-03-15,23,"Medium / Medium",81
"14928",14928,"Charlee Adams","England",2013-05-01,2017,59,182,"Right",1995-02-16,21,"Medium / Medium",78
"14929",14929,"Arif Ekin","Turkey",2013-07-01,2017,59,176,"Left",1995-09-14,21,"Medium / Low",69
"14930",14930,"George Honeyman","England",2013-07-01,2017,59,173,"Right",1994-09-08,22,"Medium / Medium",72
"14931",14931,"Kristoffer Pallesen","Denmark",2013-07-01,2018,59,175,"Right",1990-04-30,26,"Medium / Medium",72
"14932",14932,"Fernando Coniglio","Argentina",2016-07-12,2022,59,184,"Right",1991-11-24,25,"High / Medium",84
"14933",14933,"Manuel Briones","Chile",2015-10-04,2022,59,172,"Left",1994-01-16,22,"Medium / High",67
"14934",14934,"Liam Donnelly","Northern Ireland",2016-08-20,2022,59,179,"Right",1996-03-07,20,"Medium / Medium",71
"14935",14935,"Luca Forte","Italy",2015-08-10,2018,59,175,"Right",1994-07-28,22,"Medium / Medium",64
"14936",14936,"Sandro Tsveiba","Russia",2017-02-17,2018,59,183,"Right",1993-09-05,23,"Low / High",72
"14937",14937,"Jordan Mcghee","Scotland",2013-08-07,2017,59,185,"Right",1996-07-24,20,"Medium / Medium",70
"14938",14938,"Diego Orellana","Chile",2010-01-01,2022,59,162,"Right",1993-05-16,23,"High / Medium",65
"14939",14939,"Cristián Guerra","Chile",2013-01-01,2022,59,183,"Right",1994-08-09,22,"Medium / Medium",83
"14940",14940,"Henry Sanhueza","Chile",2016-03-13,2022,59,179,"Right",1996-03-24,20,"Medium / Medium",73
"14941",14941,"Juan Suescún","Colombia",2017-02-12,2022,59,175,"Right",1991-01-22,25,"Medium / Medium",74
"14942",14942,"Sergey Bozhin","Russia",2011-08-31,2019,59,180,"Right",1994-09-12,22,"Medium / Medium",70
"14943",14943,"Jens-Martin Gammelby","Denmark",2013-01-01,2021,59,193,"Right",1995-02-05,21,"High / Medium",80
"14944",14944,"Vitalijs Maksimenko","Latvia",2015-08-31,2018,59,186,"Left",1990-12-08,26,"Medium / Medium",76
"14945",14945,"Ulrik Yttergård Jenssen","Norway",2016-08-04,2019,59,186,"Left",1996-07-17,20,"Medium / High",70
"14946",14946,"Kearyn Baccus","Australia",2014-11-06,2017,59,180,"Right",1991-09-05,25,"Medium / Medium",75
"14947",14947,"Billy Waters","England",2015-07-01,2017,59,173,"Right",1994-10-15,22,"Medium / High",73
"14948",14948,"Luke Hendrie","England",2015-08-06,2017,59,178,"Right",1994-08-27,22,"Medium / Medium",72
"14949",14949,"Marco Bürki","Switzerland",2012-07-01,2018,59,184,"Left",1993-07-10,23,"Medium / Medium",80
"14950",14950,"Jamal Lowe","England",2017-01-01,2018,59,183,"Right",1994-01-27,22,"High / Medium",75
"14951",14951,"Tommy O'sullivan","Wales",2017-01-20,2018,59,176,"Right",1995-01-18,21,"Medium / Medium",71
"14952",14952,"Khalid Kadyrov","Russia",2010-01-01,2022,59,164,"Right",1994-04-19,22,"High / Medium",56
"14953",14953,"Abdullah Al Fahad","Saudi Arabia",2013-07-01,2018,59,177,"Right",1994-06-15,22,"Medium / High",69
"14954",14954,"Mattijs Branderhorst","Netherlands",2011-10-01,2017,59,192,"Right",1993-12-31,23,"Medium / Medium",87
"14955",14955,"Abdullah Al Saleh","Saudi Arabia",2011-07-01,2022,59,180,"Right",1989-10-15,27,"Medium / Medium",78
"14956",14956,"Maan Al Khudari","Saudi Arabia",2017-01-17,2017,59,175,"Right",1991-12-13,25,"Low / Medium",63
"14957",14957,"Junior Morias","Jamaica",2017-01-01,2019,59,179,"Right",1995-07-03,21,"High / High",88
"14958",14958,"Salman Al Sbeani","Saudi Arabia",2012-07-01,2017,59,169,"Right",1989-11-11,27,"Medium / Medium",65
"14959",14959,"Rubayyi Al Moosa","Saudi Arabia",2016-06-13,2018,59,179,"Right",1984-12-07,32,"Medium / Medium",73
"14960",14960,"Raheem Hanley","England",2016-07-01,2018,59,173,"Left",1994-03-24,22,"High / Medium",69
"14961",14961,"Drey Wright","England",2012-07-01,2017,59,175,"Right",1995-04-30,21,"Medium / Medium",69
"14962",14962,"Saeed Al Dosari","Saudi Arabia",2016-05-31,2019,59,178,"Right",1991-07-15,25,"Medium / Medium",60
"14963",14963,"Aaron Williams","England",2017-01-01,2018,59,180,"Right",1993-10-21,23,"High / Medium",79
"14964",14964,"Daniel Rogers","Republic Of Ireland",2012-01-01,2018,59,185,"Right",1994-03-23,22,"Medium / Medium",77
"14965",14965,"Jérémy Manière","Switzerland",2016-05-12,2017,59,183,"Right",1991-07-26,25,"Medium / Medium",75
"14966",14966,"Adebayo Azeez","England",2016-07-01,2018,59,183,"Right",1994-01-08,22,"High / Medium",80
"14967",14967,"Jibril Bojang","Norway",2016-07-19,2018,59,183,"Right",1994-09-13,22,"Medium / Low",73
"14968",14968,"Brad Potts","England",2015-06-11,2017,59,188,"Right",1994-07-03,22,"Medium / Low",81
"14969",14969,"Jj Hooper","England",2015-08-10,2017,59,185,"Right",1993-10-09,23,"High / Medium",83
"14970",14970,"Jack Barthram","England",2015-07-01,2017,59,173,"Right",1993-10-13,23,"High / High",75
"14971",14971,"Isaac Vassell","England",2016-07-25,2018,59,175,"Right",1993-09-09,23,"Medium / Medium",71
"14972",14972,"Lee Kwang Jin","Korea Republic",2016-01-04,2020,59,179,"Right",1991-07-23,25,"Medium / Medium",66
"14973",14973,"Joe Davis","England",2016-01-11,2017,59,183,"Right",1993-11-10,23,"Medium / Medium",67
"14974",14974,"Paul Izzo","Australia",2015-07-08,2017,59,184,"Right",1995-01-06,21,"Medium / Medium",81
"14975",14975,"Aliu Djaló","Guinea Bissau",2016-08-31,2018,59,169,"Right",1992-02-05,24,"Medium / Medium",66
"14976",14976,"Ioannis Gelios","Greece",2015-08-31,2018,59,190,"Right",1992-04-24,24,"Medium / Medium",76
"14977",14977,"Smajl Suljevic","Sweden",2015-02-05,2017,59,188,"Right",1994-07-15,22,"Medium / Medium",86
"14978",14978,"Edson Seidou","France",2016-06-07,2017,59,183,"Left",1991-10-06,25,"Medium / Medium",82
"14979",14979,"Sam Kelly","England",2015-06-15,2017,59,183,"Left",1993-10-21,23,"Medium / Medium",78
"14980",14980,"George Ray","Wales",2011-05-01,2017,60,193,"Right",1993-10-13,23,"Medium / Medium",71
"14981",14981,"Eirik Bergum Skaasheim","Norway",2010-01-01,2017,59,183,"Right",1993-01-22,23,"Medium / Medium",77
"14982",14982,"Jesse Makarounas","Australia",2016-07-11,2017,59,179,"Right",1994-04-18,22,"Medium / Medium",74
"14983",14983,"Conor Mccormack","Republic Of Ireland",2016-12-01,2017,59,176,"Right",1990-05-18,26,"Medium / Medium",67
"14984",14984,"Rasmus Sjöstedt","Sweden",2015-01-14,2021,59,182,"Right",1992-02-28,24,"Medium / Medium",75
"14985",14985,"Mikkel Vestergaard","Denmark",2016-02-15,2019,59,186,"Right",1992-11-22,24,"High / Low",75
"14986",14986,"Konrad Forenc","Poland",2009-07-01,2018,59,191,"Left",1992-07-17,24,"Medium / Medium",86
"14987",14987,"Bartosz Kaniecki","Poland",2014-09-05,2017,59,194,"Right",1988-07-11,28,"Medium / Medium",90
"14988",14988,"Jimmy Keohane","Republic Of Ireland",2016-12-01,2017,59,180,"Right",1991-01-22,25,"High / Medium",72
"14989",14989,"Ryan Watson","England",2016-07-01,2017,59,185,"Right",1993-07-07,23,"Medium / Medium",73
"14990",14990,"Hallam Hope","England",2015-01-04,2018,59,179,"Right",1994-03-17,22,"Medium / Low",76
"14991",14991,"Rod Mcdonald","England",2015-07-28,2018,59,191,"Left",1992-04-11,24,"Medium / Medium",82
"14992",14992,"Rafael Ramírez","Mexico",2009-01-01,2021,59,180,"Right",1992-11-04,24,"Medium / Medium",76
"14993",14993,"Kelvin Mellor","England",2016-07-04,2017,59,188,"Right",1991-01-25,25,"High / Medium",75
"14994",14994,"Numa Lavanchy","Switzerland",2016-07-01,2019,59,174,"Right",1993-08-25,23,"Medium / Medium",65
"14995",14995,"Mauro Vilhete","Portugal",2010-05-01,2019,59,174,"Right",1993-05-10,23,"Medium / High",74
"14996",14996,"Piotr Wlazlo","Poland",2013-07-11,2020,59,184,"Left",1989-06-03,27,"Medium / Medium",80
"14997",14997,"Stephen Folan","Republic Of Ireland",2015-12-01,2017,59,185,"Right",1992-01-14,24,"Medium / Medium",76
"14998",14998,"Michael Leahy","Republic Of Ireland",2016-02-02,2017,59,185,"Right",1989-04-30,27,"Low / High",78
"14999",14999,"Conor Clifford","Republic Of Ireland",2017-01-16,2017,59,182,"Right",1991-10-01,25,"Medium / Medium",77
"15000",15000,"Liam O'brien","England",2016-08-10,2017,59,193,"Right",1991-11-30,25,"Medium / Medium",79
"15001",15001,"Robert Sandnes","Norway",2014-01-01,2021,59,177,"Left",1991-12-29,25,"Medium / Medium",72
"15002",15002,"Aaron Greene","Republic Of Ireland",2016-12-11,2017,59,180,"Left",1990-01-02,26,"Medium / Medium",73
"15003",15003,"Amadaiya Rennie","Liberia",2016-08-09,2018,59,185,"Right",1990-03-17,26,"Medium / Medium",74
"15004",15004,"Islam Feruz","Scotland",2017-01-16,2021,59,163,"Right",1995-09-10,21,"Medium / Low",60
"15005",15005,"Victor Grodås","Norway",2015-01-30,2018,59,186,"Left",1991-12-09,25,"Medium / Medium",86
"15006",15006,"Ismael Diakite","Mauritania",2017-01-29,2017,59,174,"Right",1991-12-13,25,"High / Medium",61
"15007",15007,"Harry Beautyman","England",2016-07-21,2018,59,178,"Left",1992-04-01,24,"Medium / Medium",74
"15008",15008,"Ronan Murray","Republic Of Ireland",2016-12-05,2017,59,170,"Right",1991-09-12,25,"High / Medium",70
"15009",15009,"Thierry Audel","France",2015-08-03,2017,59,187,"Right",1987-01-15,29,"Medium / High",79
"15010",15010,"Alisan Seker","Turkey",2015-07-10,2017,59,187,"Right",1986-07-04,30,"Medium / Medium",83
"15011",15011,"Thomas Nørgaard","Denmark",2014-01-10,2018,59,185,"Right",1987-01-07,29,"Medium / Medium",77
"15012",15012,"Emil Hedvall","Sweden",2009-01-01,2021,59,191,"Right",1983-06-09,33,"Medium / Medium",85
"15013",15013,"Simen Rafn","Norway",2017-03-09,2018,59,172,"Right",1992-02-16,24,"Medium / Medium",70
"15014",15014,"David Webster","Republic Of Ireland",2015-01-01,2017,59,185,"Right",1989-08-09,27,"Low / Medium",74
"15015",15015,"Curtis Main","England",2016-07-04,2018,59,178,"Right",1992-06-20,24,"High / Medium",67
"15016",15016,"Scott Boden","England",2016-07-01,2019,59,180,"Right",1989-12-19,27,"High / Medium",70
"15017",15017,"Darren Meenan","Northern Ireland",2016-12-01,2017,59,175,"Left",1986-11-16,30,"High / Low",72
"15018",15018,"Søren Frederiksen","Denmark",2016-02-01,2017,59,186,"Right",1989-07-08,27,"Medium / Medium",76
"15019",15019,"Emanuel Schreiner","Austria",2013-07-01,2017,59,181,"Left",1989-02-02,27,"Medium / Medium",74
"15020",15020,"Peter Murphy","England",2015-07-01,2017,59,183,"Right",1990-02-13,26,"Medium / Medium",70
"15021",15021,"Jake Hyde","England",2016-07-06,2017,59,185,"Right",1990-07-01,26,"Medium / Medium",84
"15022",15022,"Andrew Fleming","England",2010-01-01,2017,59,180,"Right",1987-10-05,29,"Medium / Medium",67
"15023",15023,"Rob Lainton","England",2016-12-26,2017,59,194,"Right",1989-10-12,27,"Medium / Medium",75
"15024",15024,"Elliot Parish","England",2016-07-01,2017,59,188,"Right",1990-05-20,26,"Medium / Medium",83
"15025",15025,"Dariusz Jarecki","Poland",2016-07-01,2017,59,184,"Left",1981-03-23,35,"High / Medium",68
"15026",15026,"Mario Mutsch","Luxembourg",2012-07-01,2017,59,174,"Left",1984-09-03,32,"Medium / Medium",74
"15027",15027,"Rene Gilmartin","Republic Of Ireland",2014-08-25,2017,59,197,"Right",1987-05-31,29,"Medium / Medium",101
"15028",15028,"Tom Champion","England",2015-07-01,2017,59,190,"Right",1986-05-15,30,"Medium / Medium",78
"15029",15029,"Drew Talbot","England",2016-07-01,2018,59,178,"Right",1986-07-19,30,"High / High",72
"15030",15030,"Sito Riera","Spain",2016-08-22,2018,59,185,"Right",1984-02-29,32,"Medium / Medium",75
"15031",15031,"Joe Anyon","England",2015-01-26,2017,59,188,"Left",1986-12-29,30,"Medium / Medium",90
"15032",15032,"Thomas Stewart","Northern Ireland",2017-02-17,2017,59,183,"Left",1986-11-12,30,"Medium / Medium",77
"15033",15033,"Alex Lawless","Wales",2016-07-29,2017,59,180,"Right",1985-03-26,31,"High / Medium",67
"15034",15034,"Liam Davis","England",2017-01-30,2017,59,185,"Left",1986-11-23,30,"Medium / Medium",73
"15035",15035,"Jean-Francois Kornetzky","France",2015-08-31,2017,59,196,"Right",1982-07-28,34,"Medium / Medium",87
"15036",15036,"Michael Rose","England",2016-08-01,2017,59,180,"Left",1982-07-28,34,"Medium / Medium",78
"15037",15037,"Aaron Downes","Australia",2015-05-11,2023,59,185,"Right",1985-05-15,31,"Medium / Medium",82
"15038",15038,"Matthew Bates","England",2014-06-24,2017,59,178,"Right",1986-12-10,30,"Medium / High",77
"15039",15039,"Danilo Arrieta","Denmark",2015-05-06,2017,59,170,"Right",1987-02-10,29,"High / Low",69
"15040",15040,"Kim Chul Ho","Korea Republic",2016-07-29,2022,59,177,"Right",1983-09-26,33,"Medium / High",68
"15041",15041,"Josh Gowling","England",2015-05-28,2017,59,190,"Right",1983-11-29,33,"Low / Medium",80
"15042",15042,"Gary Rogers","Republic Of Ireland",2015-01-01,2017,59,188,"Right",1981-09-25,35,"Medium / Medium",87
"15043",15043,"Franz Burgmeier","Liechtenstein",2009-01-01,2018,59,177,"Left",1982-04-07,34,"Medium / Medium",73
"15044",15044,"Antoni Lukasiewicz","Poland",2014-07-01,2017,59,187,"Right",1983-06-26,33,"Medium / Medium",85
"15045",15045,"Kyriakos Stamatopoulos","Canada",2010-01-01,2017,59,188,"Left",1979-08-28,37,"Medium / Medium",80
"15046",15046,"Richard Garcia","Australia",2014-07-11,2017,59,181,"Right",1981-09-04,35,"Medium / Medium",72
"15047",15047,"Paul Gallacher","Scotland",2016-06-16,2018,58,183,"Right",1979-08-16,37,"Medium / Medium",79
"15048",15048,"Chris Day","England",2008-08-01,2017,59,188,"Right",1975-07-28,41,"Medium / Medium",85
"15049",15049,"Matías Tissera","Argentina",2017-03-18,2020,58,180,"Right",1996-09-06,20,"Medium / Medium",72
"15050",15050,"Leonel Álvarez","Argentina",2017-03-18,2020,58,180,"Right",1995-03-22,21,"Medium / Medium",75
"15051",15051,"Lucas Cuevas","Argentina",2017-01-01,2020,58,175,"Right",1996-11-09,20,"High / Low",68
"15052",15052,"Carlos Vargas","Mexico",2017-03-15,2020,58,176,"Right",1999-02-14,17,"Low / High",76
"15053",15053,"Matias Tagliamonte","Argentina",2016-01-01,2020,58,180,"Right",1998-02-16,18,"Medium / Medium",80
"15054",15054,"Esneyder Mena","Colombia",2017-03-04,2020,58,177,"Right",1997-11-03,19,"High / Medium",64
"15055",15055,"Gabriel Rodrigues","Brazil",2017-01-01,2017,58,193,"Right",1996-02-15,20,"Medium / Medium",86
"15056",15056,"Diego Gurri","Uruguay",2010-08-01,2020,58,178,"Right",1993-02-23,23,"Medium / Medium",64
"15057",15057,"Dmitry Bablyuk","Russia",2016-07-29,2020,58,171,"Right",1998-04-22,18,"Medium / Medium",69
"15058",15058,"Connor Maloney","United States",2017-02-20,2020,58,168,"Right",1995-05-18,21,"Medium / High",66
"15059",15059,"Maxim Antukh","Russia",2016-07-29,2020,58,175,"Right",1997-06-03,19,"Medium / Medium",64
"15060",15060,"Dmitry Sasin","Russia",2016-07-28,2020,58,174,"Right",1996-08-21,20,"Medium / Medium",69
"15061",15061,"Cristián Echavarría","Colombia",2017-01-01,2020,58,165,"Right",1997-06-10,19,"Medium / Medium",64
"15062",15062,"Mauricio Toni","Argentina",2017-01-03,2020,58,185,"Right",1998-03-09,18,"Medium / Medium",77
"15063",15063,"Steve Ambri","France",2017-02-13,2020,58,178,"Left",1997-08-12,19,"Medium / Medium",64
"15064",15064,"Alex Fletcher","England",2016-12-03,2020,58,179,"Right",1997-11-17,19,"High / Medium",68
"15065",15065,"Ivan Lurati","Switzerland",2017-02-01,2017,58,190,"Right",1997-10-05,19,"Low / High",75
"15066",15066,"Robbie Mccourt","Republic Of Ireland",2015-07-01,2017,58,178,"Left",1998-04-06,18,"Medium / Medium",64
"15067",15067,"Joseph Bouasse","Cameroon",2017-02-07,2020,58,181,"Right",1998-09-01,18,"High / High",78
"15068",15068,"Ibrahim Sangaré","France",2017-02-03,2020,58,187,"Right",1994-03-15,22,"Medium / Medium",78
"15069",15069,"Yvan Neyou","Cameroon",2017-01-31,2019,58,180,"Right",1997-01-03,19,"High / Medium",63
"15070",15070,"Martin Maloca","Croatia",2017-01-19,2019,58,176,"Right",1990-03-21,26,"High / High",70
"15071",15071,"Giacomo Poluzzi","Italy",2017-01-24,2019,58,186,"Right",1988-02-25,28,"Medium / Medium",74
"15072",15072,"Dever Orgill","Jamaica",2017-01-31,2019,58,183,"Right",1990-03-08,26,"Medium / Medium",75
"15073",15073,"Samuel Tetteh","Ghana",2017-01-30,2020,58,180,"Right",1996-07-28,20,"Medium / Medium",68
"15074",15074,"Andreas Albech","Denmark",2017-01-01,2018,58,190,"Right",1991-10-20,25,"Medium / Medium",78
"15075",15075,"Yasin Yavuz","Turkey",2016-05-03,2018,58,178,"Right",1998-07-01,18,"High / Low",73
"15076",15076,"Thomas Ephestion","France",2017-01-30,2020,58,189,"Left",1995-06-09,21,"Medium / Medium",87
"15077",15077,"Jeffre Vargas","Venezuela",2012-01-01,2020,58,180,"Right",1995-01-12,21,"High / Medium",76
"15078",15078,"Alexis Ferrante","Italy",2017-01-11,2021,58,175,"Right",1995-06-27,21,"High / Medium",74
"15079",15079,"Hasan Özkan","Turkey",2017-01-26,2018,58,178,"Right",1997-11-14,19,"Medium / Medium",70
"15080",15080,"Daniil Bolshunov","Russia",2016-07-29,2020,58,178,"Right",1997-04-03,19,"Medium / Medium",72
"15081",15081,"Anton Miterev","Russia",2016-07-28,2020,58,192,"Right",1996-05-03,20,"Low / Medium",77
"15082",15082,"Ado Onaiwu","Japan",2017-01-01,2020,58,180,"Right",1995-11-08,21,"High / Low",74
"15083",15083,"Lucas","Brazil",2017-01-01,2020,58,193,"Right",1992-07-22,24,"Medium / Medium",79
"15084",15084,"Hiromu Kori","Japan",2016-07-13,2018,58,184,"Right",1997-09-11,19,"Medium / Medium",77
"15085",15085,"Victor Van Den Bogert","Netherlands",2017-01-01,2020,58,185,"Right",1999-08-12,17,"Medium / Medium",81
"15086",15086,"Douglas Estay","Chile",2010-01-01,2017,58,182,"Left",1992-04-25,24,"High / Medium",72
"15087",15087,"Alfie May","England",2017-01-01,2019,58,176,"Right",1993-07-03,23,"High / Medium",72
"15088",15088,"Jonathan Ngwem","Cameroon",2017-01-01,2020,58,180,"Right",1991-07-20,25,"Medium / Medium",75
"15089",15089,"Georges Bokwé","Cameroon",2017-01-01,2020,58,190,"Right",1989-07-14,27,"Medium / Medium",82
"15090",15090,"Demetri Mitchell","England",2013-01-01,2020,58,175,"Left",1997-01-11,19,"High / Medium",75
"15091",15091,"Henry Wingo","United States",2017-01-18,2019,58,183,"Right",1995-10-04,21,"High / Medium",77
"15092",15092,"Stefan Cleveland","United States",2017-01-16,2017,58,188,"Left",1994-05-24,22,"Medium / Medium",84
"15093",15093,"Eddie Segura","Colombia",2017-01-05,2020,58,182,"Right",1997-02-02,19,"Medium / High",78
"15094",15094,"Jesper Nyholm","Sweden",2017-01-01,2019,58,183,"Right",1993-09-10,23,"Medium / Medium",74
"15095",15095,"Juan Foyth","Argentina",2017-01-09,2020,58,179,"Right",1998-01-12,18,"Medium / Medium",69
"15096",15096,"Cameron Iwasa","United States",2017-01-10,2020,58,178,"Right",1993-07-07,23,"High / Low",79
"15097",15097,"Roni","Brazil",2017-01-09,2020,58,175,"Right",1995-05-11,21,"Medium / Medium",67
"15098",15098,"Dayron Benavides","Colombia",2017-01-07,2020,58,188,"Left",1991-05-09,25,"Medium / Medium",79
"15099",15099,"Gaëtan Weissbeck","France",2017-01-01,2020,58,177,"Right",1997-01-17,19,"Medium / Medium",70
"15100",15100,"Lee Sang Ki","Korea Republic",2017-01-01,2020,58,179,"Right",1996-05-07,20,"High / Low",74
"15101",15101,"Yoo Seung Min","Korea Republic",2017-01-01,2020,58,180,"Right",1998-09-24,18,"High / Medium",60
"15102",15102,"Oleksandr Zubkov","Ukraine",2014-07-01,2020,58,182,"Right",1996-08-03,20,"High / Low",71
"15103",15103,"Simeon Akinola","Nigeria",2017-01-01,2018,58,178,"Right",1992-08-06,24,"Medium / Medium",76
"15104",15104,"Samuele Birindelli","Italy",2016-07-01,2017,58,175,"Right",1999-07-19,17,"Medium / Medium",60
"15105",15105,"Pawel Tomczyk","Poland",2016-12-17,2020,58,184,"Right",1998-05-04,18,"High / Medium",76
"15106",15106,"Andrea Mastino","Italy",2016-07-01,2020,58,176,"Right",1999-09-02,17,"Medium / Medium",73
"15107",15107,"Jordi Cortizo","Mexico",2016-07-01,2020,58,172,"Left",1996-06-30,20,"Medium / Medium",70
"15108",15108,"Alexandre Llovet","France",2016-01-01,2020,58,172,"Right",1997-11-26,19,"Medium / Medium",63
"15109",15109,"Walter Mazzantti","Argentina",2016-11-19,2020,58,175,"Right",1996-09-05,20,"Medium / Low",68
"15110",15110,"Dominik Franke","Germany",2016-11-18,2018,58,184,"Left",1998-10-05,18,"High / Medium",70
"15111",15111,"Dimitri Lavalée","Belgium",2016-10-23,2020,58,184,"Right",1997-01-13,19,"Medium / Medium",75
"15112",15112,"Anastasios Chatzigiovannis","Greece",2016-07-01,2018,58,176,"Right",1997-05-31,19,"High / Medium",70
"15113",15113,"Khaled Al Samiri","Saudi Arabia",2014-07-01,2020,58,167,"Right",1997-01-01,20,"High / Medium",66
"15114",15114,"Iñaki Santiago","Spain",2016-07-01,2017,58,180,"Right",1996-12-07,20,"Medium / Medium",78
"15115",15115,"Florian Baak","Germany",2016-10-30,2017,58,185,"Right",1999-03-18,17,"Medium / Medium",75
"15116",15116,"Anthony Caci","France",2016-07-01,2017,58,184,"Right",1997-07-01,19,"Medium / Medium",70
"15117",15117,"Johnny Koutroumbis","Australia",2016-10-22,2019,60,180,"Right",1998-03-06,18,"Low / High",75
"15118",15118,"Calvin Stengs","Netherlands",2016-08-26,2019,58,182,"Right",1998-12-18,18,"Medium / Medium",74
"15119",15119,"Goudiaby Lemouya","Senegal",2016-10-16,2020,58,178,"Right",1997-01-09,19,"Medium / Medium",69
"15120",15120,"Bozhidar Chorbadzhiyski","Bulgaria",2015-01-01,2020,58,195,"Right",1995-11-10,21,"High / Medium",79
"15121",15121,"Maarten Paes","Netherlands",2016-07-01,2018,58,190,"Right",1998-05-14,18,"Medium / Medium",80
"15122",15122,"Ahmed Touba","Belgium",2016-07-03,2018,58,184,"Left",1998-03-13,18,"Medium / Medium",75
"15123",15123,"Tomás Conechny","Argentina",2016-09-19,2019,58,168,"Left",1998-03-30,18,"Medium / Medium",65
"15124",15124,"Simon Olsson","Sweden",2016-09-10,2020,59,185,"Right",1997-09-14,19,"Medium / Medium",81
"15125",15125,"Asier","Spain",2016-06-30,2017,58,175,"Right",1997-11-20,19,"Medium / Medium",68
"15126",15126,"João Lima","Brazil",2016-07-01,2020,58,182,"Right",1998-02-25,18,"High / Medium",77
"15127",15127,"Alessandro Plizzari","Italy",2016-07-01,2019,58,187,"Right",2000-03-11,16,"Medium / Medium",77
"15128",15128,"Alper Ademoglu","Belgium",2016-09-03,2019,58,180,"Right",1998-04-10,18,"Medium / Medium",72
"15129",15129,"Burak Yildir","Turkey",2016-01-22,2019,58,175,"Right",1996-12-18,20,"Medium / Medium",65
"15130",15130,"Phil Neumann","Germany",2016-08-25,2017,58,191,"Right",1997-07-08,19,"High / Medium",78
"15131",15131,"Evans Mensah","Ghana",2017-02-01,2020,58,165,"Left",1998-02-09,18,"Medium / Medium",60
"15132",15132,"Ellis Barkworth","England",2016-07-01,2018,58,174,"Right",1997-10-15,19,"Medium / Medium",74
"15133",15133,"Erdal Öztürk","Germany",2016-07-01,2018,58,172,"Left",1996-02-07,20,"Medium / Medium",60
"15134",15134,"Abdulaziz Al Nashi","Saudi Arabia",2016-08-22,2017,58,176,"Right",1987-07-08,29,"Medium / High",69
"15135",15135,"Duque","Spain",2015-06-30,2017,58,178,"Right",1997-09-09,19,"Medium / Medium",70
"15136",15136,"Furkan Zorba","Germany",2016-08-18,2018,58,185,"Left",1998-02-25,18,"Medium / Medium",77
"15137",15137,"Pablo Cuadra","Argentina",2016-07-01,2020,58,172,"Right",1995-06-06,21,"High / Low",64
"15138",15138,"Christian Kouamé","Ivory Coast",2016-09-28,2020,58,185,"Right",1997-12-06,19,"High / Low",70
"15139",15139,"Axel Mohamed Bakayoko","France",2016-07-01,2019,58,179,"Right",1998-01-06,18,"Medium / Low",69
"15140",15140,"Nicolas Basin","France",2016-01-01,2020,58,169,"Left",1998-07-22,18,"Medium / Medium",62
"15141",15141,"Francesco Di Nolfo","Italy",2016-07-30,2020,58,178,"Left",1998-07-04,18,"High / Low",65
"15142",15142,"Rodrigo Alírio","Portugal",2016-07-01,2020,58,180,"Right",1998-05-21,18,"Low / Medium",71
"15143",15143,"Drilon Cenaj","Bosnia Herzegovina",2016-08-02,2017,58,185,"Right",1997-09-12,19,"Medium / Medium",83
"15144",15144,"Jadaan Al Shammari","Saudi Arabia",2011-07-01,2017,58,182,"Right",1992-02-06,24,"Medium / High",74
